epoch,train_loss,val_loss
1,0.002959823889433464,0.001243082246335503
2,0.0008377596829161008,0.000708466578355303
3,0.0006934862290293093,0.0009332213105601125
4,0.0006290952533124579,0.0008398764497100616
5,0.000549943151250571,0.0005624520343381721
6,0.0004867372457804317,0.00039366637525809243
7,0.0004438265769266839,0.0003926759984079427
8,0.00042611788847853044,0.00040161892263659133
9,0.00044722838267963975,0.00040102528036979677
10,0.0006461187163980972,0.00036677328310683727
11,0.0004018637359945048,0.0004575185402602957
12,0.00042117692876174285,0.00033092384735053886
13,0.0004273729664070019,0.0004665955728010688
14,0.00038249629652631513,0.0004300341484681391
15,0.00040555448743076857,0.0004339516028976098
16,0.00038382444533021514,0.0003618924369360097
17,0.0005694491867741038,0.0006920428754696355
18,0.0003856657550136285,0.0003094128925801841
19,0.0003778513434140989,0.0003232232312364623
20,0.0003740719391660058,0.00030277372073246757
