epoch,train_loss,val_loss
1,0.000412237850468955,0.000369445056464799
2,0.00038940124789035136,0.0003665248692009805
3,0.00040903792533855367,0.00040756441443658397
4,0.0003464979262288479,0.0003015080532080632
5,0.000379929620908957,0.00038429542069530324
6,0.0003683577785893619,0.0003242073933641357
7,0.0003271001593290108,0.00026087151679719144
8,162.82997961117053,0.057445398497360724
9,0.035415899353446786,0.023553604432554158
10,0.01865161876021712,0.014889765720538519
11,0.012437675577260691,0.010530767496675253
12,0.009357297919147337,0.008310343354457506
13,0.007645705526185877,0.007001628443874695
14,0.006310475690514539,0.00562207600860684
15,0.005272050977240455,0.004978239406935043
16,0.0048407203732360226,0.004732508587443994
17,0.0045426814208945464,0.004508550265907413
18,0.004327849722661388,0.0042235703914667725
