epoch,train_loss,val_loss
1,0.003210282579537477,0.0011914477482015571
2,0.0006504725554520125,0.000521358358264624
3,0.00041543402574903795,0.00033100308052981243
4,0.0003611157742247774,0.0003755689923504231
5,0.00035567512086752466,0.0006212957783419187
6,0.00033249703052799713,0.0003283963284954375
7,0.00034853269854661766,0.0003037677979068503
8,0.0003134218631278741,0.00028360197257351713
9,0.0003490433616162554,0.00026394462932798323
10,0.00031332484491952337,0.00026882143601732026
11,0.0003028531547920999,0.0002464432348463738
12,0.00030142537034330157,0.0002632851176541864
13,0.00029934421399181813,0.00026736993756600486
14,0.00033579534245481186,0.0003167843303777807
15,0.00029034951248075637,0.00023187839802869332
16,0.00028502900825268815,0.000266711410122385
17,0.00028393162741275653,0.0002747740159603431
